title,target_genre,text_sample,,,,,,,,,,,,
Daisy Darker,Psychology,"Daisy Darker was born with a broken heart. Now after years of avoiding each other, Daisy Darker's entire family is assembling for Nana's 80th birthday party in her crumbling gothic house on a tiny tidal island. The family arrives, each of them harboring secrets. When the tide comes in, they will be cut off from the rest of the world for eight hours.

But at the stroke of midnight, as a storm rages, Nana is found dead. And an hour later, the next family member follows…

Trapped on an island where someone is killing them one by one, the Darkers must reckon with their present mystery as well as their past secrets, before the tide goes out and all is revealed.",,,,,,,,,,,,
The Man of Feeling,Psychology,"Mackenzie's hugely popular novel of 1771 is the foremost work of the sentimental movement, in which sentiment and sensibility were allied with true virtue, and sensitivity is the mark of the man of feeling. The hero, Harley, is followed in a series of episodes demonstrating his benevolence in an uncaring world: he assists the down-trodden, loses his love, and fails to achieve worldly success. The novel asks a series of vital questions: what morality is possible in a complex commercial world? Does trying to maintain it make you a saint or a fool? Is sentiment merely a luxury for the leisured classes?",,,,,,,,,,,,
Prometheus Rising,Psychology,"Prometheus Rising is a book by Robert Anton Wilson first published in 1983. It is a guide book of ""how to get from here to there"", an amalgam of Timothy Leary's 8-circuit model of consciousness, Gurdjieff's self-observation exercises, Alfred Korzybski's general semantics, Aleister Crowley's magical theorems, Sociobiology, Yoga, relativity, and quantum mechanics, amongst other approaches to understanding the world around us, and claiming to be a short book (under 300 pages) about how the human mind works and how to get the most use from one. Wilson describes it as an ""owner's manual for the human brain"".

The book examines many aspects of social mind control and mental imprinting, and provides mind exercises at the end of every chapter, with the goal of giving the reader more control over how one's mind works. The book has found many readers among followers of alternative culture, and discusses the effect of certain psychoactive substances and how these affect the brain, tantric breathing techniques, and other methods and holistic approaches to expanding consciousness. It draws a parallel between the development of one's mind and the development of higher intelligence theorized by biological evolution.

Prometheus Rising was copyrighted and published in 1983 but began as Wilson's Ph.D. dissertation called ""The Evolution of Neuro-Sociological Circuits: A Contribution to the Sociobiology of Consciousness"" in 1978-79 for Paideia University in California.[1] In 1982, while in Ireland, Wilson rewrote the manuscript for commercial publication, removing footnotes, improving the style, adding chapters and exercises, and sketching out diagrams for the illustrations. Eventually Wilson submitted the work to New Falcon Publications, which accepted it within 48 hours. Wilson received his advance 48 hours after that, according to his preface in the tenth printing of Prometheus Rising.",,,,,,,,,,,,
Choice Theory,Psychology,"Dr. William Glasser offers a new psychology that, if practiced, could reverse our widespread inability to get along with one another, an inability that is the source of almost all unhappiness.

For progress in human relationships, he explains that we must give up the punishing, relationship-destroying external control psychology. For example, if you are in an unhappy relationship right now, he proposes that one or both of you could be using external control psychology on the other. He goes further. And suggests that misery is always related to a current unsatisfying relationship. Contrary to what you may believe, your troubles are always now, never in the past. No one can change what happened yesterday.",,,,,,,,,,,,
Once,Psychology,"Once by Morris Gleitzman is the story of a young Jewish boy who is determined to escape the orphanage he lives in to save his Jewish parents from the Nazis in the occupied Poland of the Second World War.

Everybody deserves to have something good in their life. At least Once.

Once I escaped from am orphanage to find Mum and Dad.

Once I saved a girl called Zelda from a burning house.

Once I made a Nazi with a toothache laugh.

My name is Felix. This is my story.

Once is the first in a series of children's novels about Felix, a Jewish orphan caught in the middle of the Holocaust, from Australian author Morris Gleitzman - author of Bumface and Boy Overboard. The next books in the series Then, Now and After are also available from Puffin.",,,,,,,,,,,,
"Alex Cross, run",Psychology,"Kill Alex Cross was ""Patterson at the top of his game"" (Washington Post). Alex Cross, Run is even better.

DON'T LOOK, ALEX CROSS

Top plastic surgeon Elijah Creem is renowned for his skills in the operating room, and for his wild, no-expense-spared ""industry parties,"" bringing in underage exotic dancers and models for nights of drugs, champagne, and uninhibited sex. That is, until Detective Alex Cross busts one of Creem's lavish soirees and ruins his fun. Now Creem is willing to do anything to avoid going to jail.

DON'T THINK, ALEX CROSS

But Alex doesn't have time to dwell on that case. A beautiful woman has been found murdered in her car, a lock of her hair viciously ripped off. Then a second woman is found hanging from a sixth-floor window with a brutal scar slashed across her stomach. When a third mutilated body is discovered, rumors of three serial killers on the loose send Washington D.C. into an all-out frenzy.

JUST RUN

Alex is under so much pressure to solve these three grim cases that he hasn't noticed that someone else investigating him-someone so obsessed and so twisted that they'll do anything-ANYTHING- to get the vengeance they require. Alex Cross, Run is James Patterson's most unrelenting story yet-a white-hot, sensational thrill ride with the most extreme and gripping characters Patterson has ever brought to life.",,,,,,,,,,,,
Eleanor Oliphant is Completely Fine,Psychology,"No one's ever told Eleanor that life should be better than fine. 

Meet Eleanor Oliphant: She struggles with appropriate social skills and tends to say exactly what she's thinking. Nothing is missing in her carefully timetabled life of avoiding social interactions, where weekends are punctuated by frozen pizza, vodka, and phone chats with Mummy. 

But everything changes when Eleanor meets Raymond, the bumbling and deeply unhygienic IT guy from her office. When she and Raymond together save Sammy, an elderly gentleman who has fallen on the sidewalk, the three become the kinds of friends who rescue one another from the lives of isolation they have each been living. And it is Raymond's big heart that will ultimately help Eleanor find the way to repair her own profoundly damaged one.",,,,,,,,,,,,
Scattered,Psychology,"Attention Deficit Disorder (ADD) has quickly become a controversial topic in recent years. Whereas other books on the subject describe the condition as inherited, Dr. Gabor Mate believes that our social and emotional environments play a key role in both the cause of and cure for this condition. In Scattered, he describes the painful realities of ADD and its effect on children as well as on career and social paths in adults. While acknowledging that genetics may indeed play a part in predisposing a person toward ADD, Dr. Mate moves beyond that to focus on the things we can control: changes in environment, family dynamics, and parenting choices. He draws heavily on his own experience with the disorder, as both an ADD sufferer and the parent of three diagnosed children. Providing a thorough overview of ADD and its treatments, Scattered is essential and life-changing reading for the millions of ADD sufferers in North America today.",,,,,,,,,,,,
Living the 7 Habits,Psychology,"In the ten years since its publication, The 7 Habits of Highly Effective People has become a worldwide phenomenon, with more than twelve million readers in thirty-two languages. Living the 7 Habits: Stories of Courage and Inspiration captures the essence of people's real-life experiences, applying proven principles to help them solve their problems and overcome challenges. In this uplifting and riveting collection of stories, readers will find wonderful examples of hope and encouragement as they are touched by the words of real people and their experiences of change-change that got them through difficult times; change that solved family crises; change that mended broken relationships; change that turned their businesses around; change that influenced entire communities.",,,,,,,,,,,,
Veronika decide morrer,Psychology,"Twenty-four-year-old Veronika seems to have everything -- youth and beauty, boyfriends and a loving family, a fulfilling job. But something is missing in her life. So, one cold November morning, she takes a handful of sleeping pills expecting never to wake up. But she does -- at a mental hospital where she is told that she has only days to live.Inspired by events in Coelho's own life, Veronika Decides to Die questions the meaning of madness and celebrates individuals who do not fit into patterns society considers to be normal. Bold and illuminating, it is a dazzling portrait of a young woman at the crossroads of despair and liberation, and a poetic, exuberant appreciation of each day as a renewed opportunity.",,,,,,,,,,,,
The 50th law,Psychology,"In The 50th Law, hip hop and pop culture icon 50 Cent (aka Curtis Jackson) joins forces with Robert Greene, bestselling author of The 48 Laws of Power, to write a ""bible"" for success in life and work based on a single principle: fear nothing. With intimate stories from 50 Cent's life on the streets and in the boardroom as he rose to fame after the release of his album Get Rich or Die Tryin', as well as examples of others who have overcome adversity through understanding and practicing the 50th Law, this deeply inspirational book is perfect for entrepreneurs as well as anyone interested in the extraordinary life of Curtis Jackson.",,,,,,,,,,,,
Life After Life,Psychology,"The groundbreaking, bestselling classic, now available in a special fortieth-anniversary edition that includes a new Foreword from Eben Alexander, M.D., author of Proof of Heaven, and a new Afterword by the author.

Raymond Moody is the ""father"" of the modern NDE (Near Death Experience) movement, and his pioneering work Life After Life transformed the world, revolutionizing the way we think about death and what lies beyond. Originally published in 1975, it is the groundbreaking study of one hundred people who experienced ""clinical death"" and were revived, and who tell, in their own words, what lies beyond death.

A smash bestseller that has sold more than thirteen million copies around the globe, Life After Life introduced us to concepts-including the bright light, the tunnel, the presence of loved ones waiting on the other side-that have become cultural memes today, and paved the way for modern bestsellers by Eben Alexander, Todd Burpo, Mary Neal, and Betty Eadie that have shaped countless readers notions about the end life and the meaning of death.",,,,,,,,,,,,
Freedom Is a Constant Struggle,Psychology,"En este amplio y brillante conjunto de ensayos, la reconocida y erudita activista Angela Davis expone las conexiones entre las luchas contra la violencia estatal y la opresión a lo largo de la historia y en todo el mundo, nos lleva de vuelta a la historia de los fundadores de la lucha revolucionaria y antirracista, pero también nos lleva hacia la posibilidad de la solidaridad y lucha interseccionales. Davis reúne en sus siempre lúcidas palabras nuestra historia y el futuro más prometedor de la libertad, haciendo hincapié en el papel que el pueblo puede y debe jugar. Teniendo en cuenta lo ocurrido en Ferguson recientemente y la continua agresión israelí al pueblo palestino, sus palabras resuenan hoy más que nunca.

Davis discute los legados de las luchas de liberación anteriores, desde el movimiento de liberación negra hasta el movimiento contra el *apartheid* de Sudáfrica. Destaca las conexiones y analiza las luchas actuales contra el terrorismo estatal, desde Ferguson a Palestina. Frente a un mundo de injusticia indignante, nos desafía a imaginar y construir el movimiento por la liberación humana. Y, al hacerlo, nos recuerda que «la libertad es una batalla constante».",,,,,,,,,,,,
Boundaries,Psychology,"Having clear boundaries is essential to a healthy, balanced lifestyle. A boundary is a personal property line that marks those things for which we are responsible. In other words, boundaries define who we are and who we are not. Boundaries impact all areas of our lives: Physical boundaries help us determine who may touch us and under what circumstances -- Mental boundaries give us the freedom to have our own thoughts and opinions -- Emotional boundaries help us to deal with our own emotions and disengage from the harmful, manipulative emotions of others -- Spiritual boundaries help us to distinguish God's will from our own and give us renewed awe for our Creator -- Often, Christians focus so much on being loving and unselfish that they forget their own limits and limitations. When confronted with their lack of boundaries, they ask: - Can I set limits and still be a loving person? - What are legitimate boundaries? - What if someone is upset or hurt by my boundaries? - How do I answer someone who wants my time, love, energy, or money? - Aren't boundaries selfish? - Why do I feel guilty or afraid when I consider setting boundaries? Dr. Henry Cloud and Dr. John Townsend offer biblically-based answers to these and other tough questions, showing us how to set healthy boundaries with our parents, spouses, children, friends, co-workers, and even ourselves.",,,,,,,,,,,,
"""Why are all the Black kids sitting together in the cafeteria?"" and other conversations about race",Psychology,"There is a moment when every child leaves color-blindness behind & enters the world of race consciousness. At that moment, there are two roads parents, educators, & therapists can take: they can follow the status quo, internalizing racial expectations, & become-consciously or unconsciously-part of the problem. Or, they can question stereotypes, &, actively work against racism to become part of the solution. This book provides the tools we all need to become part of the solution. Beginning with racial segregation in an integrated school situation, this book explores race relations & the development of racial identity from many different viewpoints.

Walk into any racially mixed high school and you will see black youth seated together in the cafeteria. Of course, it's not just the black kids sitting together-the white, Latino, Asian Pacific, and, in some regions, American Indian youth are clustered in their own groups, too. The same phenomenon can be observed in college dining halls, faculty lounges, and corporate cafeterias. What is going on here? Is this self-segregation a problem we should try to fix, or a coping strategy we should support? How can we get past our reluctance to talk about racial issues to even discuss it? And what about all the other questions we and our children have about race? Beverly Daniel Tatum, a renowned authority on the psychology of racism, asserts that we do not know how to talk about our racial differences: Whites are afraid of using the wrong words and being perceived as ""racist"" while parents of color are afraid of exposing their children to painful racial realities too soon. Using real-life examples and the latest research, Tatum presents strong evidence that straight talk about our racial identities-whatever they may be-is essential if we are serious about facilitating communication across racial and ethnic divides. We have waited far too long to begin our conversations about race. This remarkable book, infused with great wisdom and humanity, has already helped hundreds of thousands of readers figure out where to start. -- Publisher.",,,,,,,,,,,,
Sometimes I lie,Psychology,"Amber wakes up in a hospital. She can't move. She can't speak. She can't open her eyes. She can hear everyone around her, but they have no idea. Amber doesn't remember what happened, but she has a suspicion her husband had something to do with it. Alternating between her paralyzed present, the week before her accident, and a series of childhood diaries from twenty years ago, this psychological thriller asks: Is something really a lie if you believe it's the truth?",,,,,,,,,,,,
The scapegoat,Psychology,"Someone jolted my elbow as I drank and said, 'Je vous demande pardon, ' and as I moved to give him space he turned and stared at me and I at him, and I realized, with a strange sense of shock and fear and nausea all combined, that his face and voice were known to me too well.I was looking at myself.""Two men--one English, the other French--meet by chance in a provincial railway station and are astounded that they are so much alike that they could easily pass for each other. Over the course of a long evening, they talk and drink. It is not until he awakes the next day that John, the Englishman, realizes that he may have spoken too much. His French companion is gone, having stolen his identity. For his part, John has no choice but to take the Frenchman's place--as master of a chateau, director of a failing business, head of a large and embittered family, and keeper of too many secrets.Loaded with suspense and crackling wit, ""The Scapegoat"" tells the double story of the attempts by John, the imposter, to escape detection by the family, servants, and several mistresses of his alter ego, and of his constant and frustrating efforts to unravel the mystery of the enigmatic past that dominates the existence of all who live in the chateau.",,,,,,,,,,,,
"In a Dark, Dark Wood",Psychology,"Nora hasn't seen Clare for ten years. Not since the day Nora walked out of her old life and never looked back. Until, out of the blue, an invitation to Clare's hen party arrives. A weekend in a remote cottage - the perfect opportunity for Nora to reconnect with her best friend, to put the past behind her. But something goes wrong. Very wrong. And as secrets and lies unravel, out in the dark, dark wood the past will finally catch up with Nora.",,,,,,,,,,,,
The Professor's House,Psychology,"The professor's house was published in 1925, when she was fifty-two. At the time she was an author with a worldwide reputation, having won the Pulitzer Prize in 1923 for One of ours. Reaching the top of her profession had produced a letdown, and she later wrote that around the time she won the Pulitzer she had felt that for her the world had broken in two. The situation of the professor in this novel reflects the troubled time in Cather's own life. Behind this story of Godfrey St. Peter, a man who, despite his successes, has at mid-career experienced a profound disappointment with life, is the fierce story of how he decides to continue living despite his disappointment. Sandwiched between St. Peter's stories is the thrilling tale of his one brilliant student, Tom Outland, who discovers the cliff dwellings at Mesa Verde. Profound and disturbing, The professor's house has taken its place as one of its author's most important works.",,,,,,,,,,,,
Then She Was Gone,Psychology,"""Ten years after her teenage daughter disappears, a woman crosses paths with a charming single father whose young child feels eerily familiar, in this evocative, suspenseful drama from New York Times bestselling author Lisa Jewell--perfect for fans of Paula Hawkins and Liane Moriarty. Ellie Mack was the perfect daughter. She was fifteen, the youngest of three. She was beloved by her parents, friends, and teachers. She and her boyfriend made a teenaged golden couple. She was days away from an idyllic post-exams summer vacation, with her whole life ahead of her. And then she was gone. Now, her mother Laurel Mack is trying to put her life back together. It's been ten years since her daughter disappeared, seven years since her marriage ended, and only months since the last clue in Ellie's case was unearthed. So when she meets an unexpectedly charming man in a cafe, no one is more surprised than Laurel at how quickly their flirtation develops into something deeper. Before she knows it, she's meeting Floyd's daughters--and his youngest, Poppy, takes Laurel's breath away. Because looking at Poppy is like looking at Ellie. And now, the unanswered questions she's tried so hard to put to rest begin to haunt Laurel anew. Where did Ellie go? Did she really run away from home, as the police have long suspected, or was there a more sinister reason for her disappearance? Who is Floyd, really? And why does his daughter remind Laurel so viscerally of her own missing girl?""--",,,,,,,,,,,,
Раковый корпус,Psychology,"'There has been no such analysis of the corrupting power of the police state in Soviet literature'--Stuart Hood in the *Listener*

Solzhenitsyn, like Oleg Kostoglotov, the central character of this novel, went in the mid-1950s from concentration camp to cancer ward and later recovered. The British publication of *Cancer Ward* in 1968 confirmed him as Russia's greatest living novelist although it has never been openly published in the Soviet Union. On top of everything, the cancer wing was Number 13.",,,,,,,,,,,,
Without Merit,Psychology,"*Not every mistake deserves a consequence. Sometimes the only thing it deserves is forgiveness.*

The Voss family is anything but normal. They live in a repurposed church, newly baptized Dollar Voss. The once cancer-stricken mother lives in the basement, the father is married to the mother's former nurse, the little half-brother isn't allowed to do or eat anything fun, and the eldest siblings are irritatingly perfect. Then, there's Merit.

Merit Voss collects trophies she hasn't earned and secrets her family forces her to keep. While browsing the local antiques shop for her next trophy, she finds Sagan. His wit and unapologetic idealism disarm and spark renewed life into her-until she discovers that he's completely unavailable. Merit retreats deeper into herself, watching her family from the sidelines when she learns a secret that no trophy in the world can fix.

Fed up with the lies, Merit decides to shatter the happy family illusion that she's never been a part of before leaving them behind for good. When her escape plan fails, Merit is forced to deal with the staggering consequences of telling the truth and losing the one boy she loves.",,,,,,,,,,,,
Behind her eyes,Psychology,"""Only two can keep a secret if one of them is dead. David and Adele seem like the ideal pair. He's a successful psychiatrist, she is his picture-perfect wife who adores him. But why is he so controlling? And why is she keeping things hidden? As Louise, David's new secretary, is drawn into their orbit, she uncovers more puzzling questions than answers. The only thing that is crystal clear is that something in this marriage is very, very wrong. But Louise can't guess how wrong--and how far a person might go to protect their marriage's secrets. ""--

""Destined to the the blockbuster book of 2017, Behind Her Eyes is a psychological thriller with a to-die-for twist for fans of Luckiest Girl Alive and Stephen King""--",,,,,,,,,,,,
The Paradox of Choice,Psychology,"In the spirit of [Alvin Toffler](/authors/OL433058A)'s [*Future Shock*](/works/OL2869043W), a social critique of our obsession with choice, and how it contributes to anxiety, dissatisfaction and regret. This paperback includes a new P.S. section with author interviews, insights, features, suggested readings, and more.Whether we're buying a pair of jeans, ordering a cup of coffee, selecting a long-distance carrier, applying to college, choosing a doctor, or setting up a 401(k), everyday decisions--both big and small--have become increasingly complex due to the overwhelming abundance of choice with which we are presented.We assume that more choice means better options and greater satisfaction. But beware of excessive choice: choice overload can make you question the decisions you make before you even make them, it can set you up for unrealistically high expectations, and it can make you blame yourself for any and all failures. In the long run, this can lead to decision-making paralysis, anxiety, and perpetual stress. And, in a culture that tells us that there is no excuse for falling short of perfection when your options are limitless, too much choice can lead to clinical depression.In The Paradox of Choice, Barry Schwartz explains at what point choice--the hallmark of individual freedom and self-determination that we so cherish--becomes detrimental to our psychological and emotional well-being. In accessible, engaging, and anecdotal prose, Schwartz shows how the dramatic explosion in choice--from the mundane to the profound challenges of balancing career, family, and individual needs--has paradoxically become a problem instead of a solution. Schwartz also shows how our obsession with choice encourages us to seek that which makes us feel worse.By synthesizing current research in the social sciences, Schwartz makes the counterintuitive case that eliminating choices can greatly reduce the stress, anxiety, and busyness of our lives. He offers eleven practical steps on how to limit choices to a manageable number, have the discipline to focus on the important ones and ignore the rest, and ultimately derive greater satisfaction from the choices you have to make.",,,,,,,,,,,,
Enlightenment now,Psychology,"Is the world really falling apart? Is the ideal of progress obsolete? Cognitive scientist Steven Pinker urges us to step back from the gory headlines and prophecies of doom, which play to our psychological biases. Instead, follow the data. In seventy-five graphs, Pinker shows that life, health, prosperity, safety, peace, knowledge, and happiness are on the rise, not just in the West, but worldwide. This progress is not the result of some cosmic force. It is a gift of the Enlightenment: the conviction that reason and science can enhance human flourishing. Far from being a naïve hope, the Enlightenment, we now know, has worked. But more than ever, it needs a vigorous defense. The Enlightenment project swims against currents of human nature -- tribalism, authoritarianism, demonization, magical thinking -- which demagogues are all too willing to exploit. Many commentators, committed to political, religious, or romantic ideologies, fight a rearguard action against it. The result is a corrosive fatalism and a willingness to wreck the precious institutions of liberal democracy and global cooperation. Pinker makes the case for reason, science, and humanism: the ideals we need to confront our problems and continue our progress.",,,,,,,,,,,,
Work,Psychology,"In this story of a woman's search for a meaningful life, Alcott moves outside the family setting of her best knows works. Originally published in 1872, Work is both an exploration of Alcott's personal conflicts and a social critique, examining women's independence, the moral significance of labor, and the goals to which a woman can aspire. Influenced by Transcendentalism and by the women's rights movement, it affirms the possibility of a feminized utopian society. ""AUNT BETSEY, there's going to be a new Declaration of Independence."" ""Aunt Betsey, there's going to be a new Declaration of Independence.""",,,,,,,,,,,,
The wife between us,Psychology,"When you read this book, you will make many assumptions. You will assume you are reading about a jealous wife. You will assume she is obsessed with her replacement - a woman who is about to enter a new marriage with the man she loves. You will assume you know the anatomy of the relationships. Assume nothing. Read between the lies. Twisted and deliciously chilling, The Wife Between Us deftly explores the hidden complexities of marriage and the dangerous truths we ignore in the name of love.

The divorce has just become final, and Richard is already engaged to someone. One woman is determined to change that situation-- no matter what it takes. Soon a tangle of lies binds her life with those of Richard and his new fiancée. A tangle of lies-- that hide some dangerous truths.",,,,,,,,,,,,
How to read a person like a book,Psychology,"How to Read a Person Like a Book by **Gerard I. Nierenberg** is a must-read for anyone who loves psychology and understanding people. It teaches you how to read body language and pick up on small signs that reveal what others are really thinking.

While reading, I almost felt like I was solving mysteries in a detective story.. every gesture felt like a new clue! If you enjoy the sharp observation style of Sherlock Holmes, you'll definitely love this book. It's smart, engaging, and surprisingly fun to read.",,,,,,,,,,,,
Hedda Gabler,Psychology,"A masterpiece of modern theater, Hedda Gabler is a dark psychological drama whose powerful and reckless heroine has tested the mettle of leading actresses of every generation since its first production in Norway in 1890.
Ibsen's Hedda is an aristocratic and spiritually hollow woman, nearly devoid of redeeming virtues. George Bernard Shaw described her as having ""no conscience, no conviction … she remains mean, envious, insolent, cruel, in protest against others' happiness."" Her feeling of anger and jealousy toward a former schoolmate and her ruthless manipulation of her husband and an earlier admirer lead her down a destructive path that ends abruptly with her own tragic demise.",,,,,,,,,,,,
Rock Paper Scissors,Psychology,"Things have been wrong with Mr and Mrs Wright for a long time. When Adam and Amelia win a weekend away to Scotland, it might be just what their marriage needs. Self-confessed workaholic and screenwriter Adam Wright has lived with face blindness his whole life. He can't recognize friends or family, or even his own wife.

Every anniversary the couple exchange traditional gifts - paper, cotton, pottery, tin - and each year Adam's wife writes him a letter that she never lets him read. Until now. They both know this weekend will make or break their marriage, but they didn't randomly win this trip. One of them is lying, and someone doesn't want them to live happily ever after.

Ten years of marriage. Ten years of secrets. And an anniversary they will never forget.",,,,,,,,,,,,
My dark Vanessa,Psychology,"""2000. Bright, ambitious, and yearning for adulthood, fifteen-year-old Vanessa Wye becomes entangled in an affair with Jacob Strane, her magnetic and guileful forty-two-year-old English teacher. 2017. Amid the rising wave of allegations against powerful men, a reckoning is coming due. Strane has been accused of sexual abuse by a former student, who reaches out to Vanessa, and now Vanessa suddenly finds herself facing an impossible choice: remain silent, firm in the belief that her teenage self willingly engaged in this relationship, or redefine herself and the events of her past. But how can Vanessa reject her first love, the man who fundamentally transformed her and has been a persistent presence in her life? Is it possible that the man she loved as a teenager--and who professed to worship only her--may be far different from what she has always believed? Alternating between Vanessa's present and her past, My Dark Vanessa juxtaposes memory and trauma with the breathless excitement of a teenage girl discovering the power her own body can wield. Thought-provoking and impossible to put down, this is a masterful portrayal of troubled adolescence and its repercussions that raises vital questions about agency, consent, complicity, and victimhood. Written with the haunting intimacy of The Girls and the creeping intensity of Room, My Dark Vanessa is an era-defining novel that brilliantly captures and reflects the shifting cultural mores transforming our relationships and society itself.""--Amazon.

2000: Bright, ambitious fifteen-year-old Vanessa Wye becomes entangled in an affair with Jacob Strane, her guileful forty-two-year-old English teacher. 2017: Strane has been accused of sexual abuse by a former student, who reaches out to Vanessa. Now Vanessa finds herself facing an impossible choice: remain silent, firm in the belief that her teenage self willingly engaged in this relationship, or redefine herself and the events of her past. But how can Vanessa reject her first love, the man who fundamentally transformed her and has been a persistent presence in her life? -- adapted from jacket",,,,,,,,,,,,
A Flicker in the Dark,Psychology,"When Chloe Davis was twelve, six teenage girls went missing in her small Louisiana town. By the end of the summer, her own father had confessed to the crimes and was put away for life, leaving Chloe and the rest of her family to grapple with the truth and try to move forward while dealing with the aftermath.

Now twenty years later, Chloe is a psychologist in Baton Rouge and getting ready for her wedding. While she finally has a fragile grasp on the happiness she's worked so hard to achieve, she sometimes feels as out of control of her own life as the troubled teens who are her patients. So when a local teenage girl goes missing, and then another, that terrifying summer comes crashing back. Is she paranoid, seeing parallels from her past that aren't actually there, or for the second time in her life, is Chloe about to unmask a killer?",,,,,,,,,,,,
The language of clothes,Psychology,"In this exhaustive and entertaining study, Alison Lurie shows what the clothes we choose to wear say about us. Approaching clothing from four perspectives -- historical, social logical, psychological, anthropological -- she demonstrates how color, fabric and cut are not mere whims of designers or manufacturers but constitute a vocabulary and grammar as precise and full of subconscious intent as any verbal language: how our clothes announce our sex, age and class and often give important information (or misinformation) about our occupation, geographical origin, personality, opinions, tastes, sexual desires and current mood. - Back cover.",,,,,,,,,,,,
A Bend In The Road,Psychology,"Miles Ryan's life seemed to end the day his wife was killed in a hit-and-run accident two years ago. As deputy sheriff of New Bern, North Carolina, he not only grieves for her and worries about their young son Jonah but longs to bring the unknown driver to justice. Then Miles meets Sarah Andrews, Jonah's second-grade teacher. A young woman recovering from a difficult divorce. Sarah moved to New Bern hoping to start over. Tentatively, Miles and Sarah reach out to each other... soon they are falling in love. But what neither realizes is that they are also bound together by a shocking secret, one that will force them to reexamine everything they believe in - including their love.",,,,,,,,,,,,
"Our bodies, ourselves",Psychology,"Discusses the many roles of women and the choices open to them. Includes detailed treatment of feminine hygiene. La lucha por la justicia en nuestras vidas como mujeres esta entrelazada a las realidades diarias de nuestros cuerpos. Learning about out sexual anatomy and observing and exploring our bodies are good ways to become more comfortable with ourselves and our sexuality. Take a moment to close your eyes and visualize your body. For women, life can often seem like a beauty pageant.",,,,,,,,,,,,
Can't Hurt Me,Psychology,"For David Goggins, childhood was a nightmare--poverty, prejudice, and physical abuse colored his days and haunted his nights. But through self-discipline, mental toughness, and hard work, Goggins transformed himself from a depressed, overweight young man with no future into a US Armed Forces icon and one of the world's top endurance athletes. The only man in history to complete elite training as a Navy SEAL, Army Ranger, and Air Force tactical air controller, he went on to set records in numerous endurance events, inspiring Outside magazine to name him the Fittest (Real) Man in America.

In Can't Hurt Me, he shares his astonishing life story and reveals that most of us tap into only 40 percent of our capabilities. Goggins calls this The 40% Rule, and his story illuminates a path that anyone can follow to push past pain, demolish fear, and reach their full potential.",,,,,,,,,,,,
The McDonaldization of Society,Psychology,"""George Ritzer's seminal work of critical sociology, The McDonaldization of Society, continues to stand as one of the pillars of modern day sociological thought. Building on the argument that the fast food restaurant has become the model for the rationalization process today, this book links theory to contemporary life in a globalized world and resonates with students in a way that few other books do. Ritzer opens students' eyes to many current issues and shows how McDonaldization's principles apply to other settings, especially in the areas of consumption and globalization. Through vivid story-telling prose, Ritzer provides an insightful introduction to this fascinating topic and aids students' critical development.""",,,,,,,,,,,,
Leaders Eat Last,Psychology,"Why do only a few people get to say ""I love my job?""

It seems unfair that finding fulfillment at work is like winning a lottery; that only a few lucky ones get to feel valued by their organizations, to feel like they belong.

Imagine a world where almost everyone wakes up inspired to go to work, feels trusted and valued during the day, then returns home feeling fulfilled.

This is not a crazy, idealized notion. Today, in many successful organizations, great leaders are creating environments in which people naturally work together to do remarkable things.

In his travels around the world since the publication of his bestseller Start with Why, Simon Sinek noticed that some teams were able to trust each other so deeply that they would literally put their lives on the line for each other. Other teams, no matter what incentives were offered, were doomed to infighting, fragmentation and failure. Why?

The answer became clear during a conversation with a Marine Corps general.

""Officers eat last,"" he said.

Sinek watched as the most junior Marines ate first, while the most senior Marines took their place at the back of the line. What's symbolic in the chow hall is deadly serious on the battlefield: great leaders sacrifice their own comfort-even their own survival-for the good of those in their care.

This principle has been true since the earliest tribes of hunters and gatherers. It's not a management theory; it's biology. Our brains and bodies evolved to help us find food, shelter, mates and especially safety. We've always lived in a dangerous world, facing predators and enemies at every turn. We thrived only when we felt safe among our group.

Our biology hasn't changed in fifty thousand years, but our environment certainly has. Today's workplaces tend to be full of cynicism, paranoia and self-interest. But the best organizations foster trust and cooperation because their leaders build what Sinek calls a Circle of Safety that separates the security inside the team from the challenges outside.

The Circle of Safety leads to stable, adaptive, confident teams, where everyone feels they belong and all energies are devoted to facing the common enemy and seizing big opportunities. But without a Circle of Safety, we end up with office politics, silos and runaway self-interest. And the whole organization suffers.

As he did in Start with Why, Sinek illustrates his ideas with fascinating true stories from a wide range of examples, from the military to manufacturing, from government to investment banking. The biology is clear: when it matters most, leaders who are willing to eat last are rewarded with deeply loyal colleagues who will stop at nothing to advance their leader's vision and their organization's interests. It's amazing how well it works",,,,,,,,,,,,
"Wherever You Go, There You Are",Psychology,"The time-honored national bestseller, updated with a new afterword, celebrating 10 years of influencing the way we live.When Wherever You Go, There You Are was first published in 1994, no one could have predicted that the book would launch itself onto bestseller lists nationwide and sell over 750,000 copies to date. Ten years later, the book continues to change lives. In honor of the book's 10th anniversary, Hyperion is proud to be releasing the book with a new afterword by the author, and to share this wonderful book with an even larger audience.",,,,,,,,,,,,
